Title,Publication Date,Link,Snippet,Source ID,Country Code,API Source
Ariana Grande Missing Brazil ‘Wicked: For Good’ Premiere Due To Flight Issues: “Beyond Devastated”,2025-11-04T15:01:37Z,http://deadline.com/2025/11/ariana-grande-misses-brazil-wicked-for-good-premiere-1236606468/,"Ariana Grande was forced to cancel her appearance at Brazil’s world premiere of Wicked: For Good due to flight delays. Grande, who is reprising her role as Glinda in the sequel, was due to be in Sao Paulo on Tuesday for the sequel’s screening, but due to flig…",Deadline,US,newsapi.org
Ariana Grande Returns to Her Signature Glinda Whimsy in Custom Thom Browne at ‘Wicked: For Good’ Singapore Premiere,2025-11-13T15:20:41Z,http://wwd.com/pop-culture/celebrity-news/ariana-grande-thom-browne-dress-wicked-for-good-singapore-1238347158/,The actress and singer attended the red carpet premiere of 'Wicked: For Good' in Singapore.,WWD,US,newsapi.org
The Man Who Accosted Ariana Grande in Singapore Was Charged,2025-11-14T18:56:48Z,http://www.thecut.com/article/ariana-grande-fan-attacker-singapore-wicked-for-good.html,Johnson Wen jumped a red-carpet barricade and grabbed Grande during the ‘Wicked: For Good’ Singapore premiere on Thursday. He’s expected to plead guilty to public-nuisance charges.,The Cut,US,newsapi.org
Serial Celebrity-Assaulter Arrested After Assaulting Ariana Grande,2025-11-14T16:53:03Z,https://consequence.net/2025/11/ariana-grande-assault-arrest-wicked/,Johnson Wen was arrested in Singapore and charged with being a public nuisance after jumping on Grande at a Wicked rep-carpet event. Serial Celebrity-Assaulter Arrested After Assaulting Ariana Grande Wren Graves,Consequence.net,US,newsapi.org
Ariana Grande Will Miss The ‘Wicked For Good’ Brazil Premiere Tonight For A Reason You Won’t Believe,2025-11-04T20:42:55Z,https://thoughtcatalog.com/erinwhitten/2025/11/ariana-grande-will-miss-the-wicked-for-good-brazil-premiere-tonight-for-a-reason-you-wont-believe/,"In an upsetting and unexpected turn of events, Ariana Grande was forced to cancel her much-anticipated visit to Brazil for the São Paulo world premiere of Wicked For Good, the eagerly awaited sequel to the Jon M.",Thoughtcatalog.com,US,newsapi.org
Cynthia Erivo Protects Ariana Grande as Troll Crashes 'Wicked: For Good' Red Carpet in Singapore,2025-11-13T13:13:55Z,https://www.justjared.com/2025/11/13/cynthia-erivo-protects-ariana-grande-as-troll-crashes-wicked-for-good-red-carpet-in-singapore/,"Cynthia Erivo is protecting Ariana Grande. The 38-year-old Wicked actress lept into action, protecting the 32-year-old eternal sunshine singer when a person unexpectedly crashed the red carpet during the Asia-Pacific premiere of Wicked: For Good on Thursday (…",Just Jared,US,newsapi.org
Cynthia Erivo Protects Ariana Grande from Fan Breach,2025-11-13T15:45:51Z,https://consequence.net/2025/11/cynthia-erivo-protects-ariana-grande-fan/,"Like she does in Wicked, Erivo took matters into her own hands. Cynthia Erivo Protects Ariana Grande from Fan Breach Wren Graves",Consequence.net,US,newsapi.org
Ariana Grande Attacked By Crazed Fan at ‘Wicked’ Premiere Event; Cynthia …,2025-11-13T20:32:16Z,http://www.thehollywoodgossip.com/2025/11/ariana-grande-attacked-by-crazed-fan-at-wicked-premiere-event-cynthia-erivo-comes-to-the-rescue/,Reading Time: 3 minutesAriana Grande was accosted at a 'Wicked: For Good' premiere event today. Ariana Grande Attacked By Crazed Fan at ‘Wicked’ Premiere Event; Cynthia … was originally published on The Hollywood Gossip.,The Hollywood Gossip,US,newsapi.org
"See 'Wicked' Singapore Premiere Photos, Where Cynthia Erivo Became Ariana Grande's Hero!",2025-11-13T23:47:59Z,https://www.justjared.com/2025/11/13/see-wicked-singapore-premiere-photos-where-cynthia-erivo-became-ariana-grandes-hero/,"The Wicked: For Good premiere in Singapore is always going to be known as the place where Cynthia Erivo showed off her superhero skills when she helped save Ariana Grande from a red carpet crasher. The 38-year-old actress, who plays Elphaba in the movie, help…",Just Jared,US,newsapi.org
Man Who Grabbed Ariana Grande at 'Wicked: For Good' Singapore Premiere Faces Charges,2025-11-14T15:53:56Z,https://www.justjared.com/2025/11/14/man-who-grabbed-ariana-grande-at-wicked-for-good-singapore-premiere-faces-charges/,"The man that grabbed Ariana Grande at the premiere of Wicked: For Good in Singapore has found himself in legal trouble. As the 32-year-old actress/singer arrived at the premiere with co-stars Cynthia Erivo and Michelle Yeoh on Thursday (November 13), a man, l…",Just Jared,US,newsapi.org
Wicked's Marissa Bode Reacts After Ariana Grande Gets Rushed by Man at Singapore Premiere,2025-11-14T18:14:23Z,https://www.justjared.com/2025/11/14/wickeds-marissa-bode-reacts-after-ariana-grande-gets-rushed-by-man-at-singapore-premiere/,Marissa Bode is speaking out after the incident co-star Ariana Grande was involved in at the Singapore premiere of Wicked: For Good. As the 32-year-old actress/singer arrived at the premiere with co-stars Cynthia Erivo and Michelle Yeoh on Thursday (November …,Just Jared,US,newsapi.org
Cynthia Erivo Is Ariana Grande’s Fastest Bodyguard,2025-11-13T15:25:07Z,http://www.vulture.com/article/cynthia-erivo-protects-ariana-grande-fan.html,She’s holding space for her co-star’s personal space. Cynthia Erivo was the first to spring into action after a man jumped a barricade and rushed at Ariana Grande at the ‘Wicked: For Good’ premiere in Singapore.,Vulture,US,newsapi.org
"Fan chaos, selfies, karaoke: Everything that happened at the Wicked: For Good premiere in Singapore",2025-11-14T00:56:45Z,https://cnalifestyle.channelnewsasia.com/entertainment/wicked-singapore-premiere-ariana-grande-pyjama-man-473901,"Cynthia Erivo, Ariana Grande, Michelle Yeoh, Jeff Goldblum and Jon M Chu graced Resorts World Sentosa on Thursday (Nov 13) for the Asia premiere of the upcoming movie, Wicked: For Good.",CNA,US,newsapi.org
"Man who jumped barricade, rushed at Wicked star Ariana Grande in Singapore charged with public nuisance",2025-11-14T06:52:08Z,https://www.channelnewsasia.com/singapore/ariana-grande-wicked-premiere-singapore-johnson-wen-pyjama-man-charged-5466746,Ariana Grande's co-star Cynthia Erivo rushed in to help after Johnson Wen jumped a barricade and charged at the actress.,CNA,US,newsapi.org
Fan Who “Attacked” Ariana Grande At Premiere Outs Himself Online And Is Met With Swift Backlash,2025-11-13T17:07:46Z,https://www.boredpanda.com/fan-who-attacked-ariana-grande-premiere-outs-himself/,“How has he not been arrested yet!?”,Boredpanda.com,US,newsapi.org
