Title,Publication Date,Link,Snippet,Source ID,Country Code,API Source
Wicked star Cynthia Erivo on grabbing incident at Singapore premiere: 'We have come through some s**t',2025-11-17 05:16:30,https://www.channelnewsasia.com/entertainment/cynthia-erivo-talks-ariana-grande-grabbing-incident-in-singapore-5471446,ONLY AVAILABLE IN PAID PLANS,channelnewsasia,SG,newsdata.io
Here are the most fantastical beauty looks from the Wicked: For Good press tour,2025-11-17 04:08:00,https://vogue.sg/beauty-looks-from-the-wicked-for-good-press-tour/,ONLY AVAILABLE IN PAID PLANS,vogue,SG,newsdata.io
‘We have come through some s***’: Cynthia Erivo alludes to Ariana Grande’s S’pore premiere scare - The Straits Times,2025-11-16 10:41:40,https://news.google.com/rss/articles/CBMi0gFBVV95cUxOcmxldWpicE5Fejc2SHo1LVAzSFd2bFczdG9xR2VWWUV5Q2lCUUNZS0Nmb1ZtODZFZXVzTHpfNnQxYnhvNEc4MGRFQzFCTlE3RUk4MXNocEtYeUpqUmVacXY2VDlqUlRCRDMtTEI0Nl9RYmpZaGFYR09zY09DTUNUNmhRdHRsYWI0U3ZQZ1JHMzFCZHpwQlhJaUZfWHFJbnBlTnJrQUpRSVdoRDczWGNqM0E2bG1Pd1NfMWNHbDhsQ1pNc2ZJYlJhUjlLdnpTbzBVNlE?oc=5,ONLY AVAILABLE IN PAID PLANS,google,SG,newsdata.io
‘We have come through some s***’: Cynthia Erivo alludes to Ariana Grande’s S’pore premiere scare,2025-11-16 10:40:00,https://www.straitstimes.com/life/entertainment/we-have-come-through-some-s-cynthia-erivo-alludes-to-ariana-grandes-spore-premiere-scare,ONLY AVAILABLE IN PAID PLANS,straitstimes,SG,newsdata.io
Ariana Grande attacker sentenced to jail after jumping actress at ‘Wicked: For Good’ Singapore premiere,2025-11-17 16:39:56,https://pagesix.com/2025/11/17/celebrity-news/ariana-grande-attacker-sentenced-to-jail-after-jumping-actress-at-wicked-for-good-singapore-premiere/,ONLY AVAILABLE IN PAID PLANS,nypost,US,newsdata.io
Cynthia Erivo addresses crazed fan attacking Ariana Grande on ‘Wicked: For Good’ red carpet,2025-11-17 16:19:19,https://pagesix.com/2025/11/17/celebrity-news/cynthia-erivo-addresses-fan-attacking-ariana-grande-on-wicked-for-good-red-carpet/,ONLY AVAILABLE IN PAID PLANS,nypost,US,newsdata.io
Man Who Grabbed Ariana Grande at ‘Wicked: For Good’ Singapore Premiere Sentenced to Jail Time,2025-11-17 16:04:51,https://www.billboard.com/music/music-news/man-grabbed-ariana-grande-wicked-premiere-jail-sentence-1236114712/,ONLY AVAILABLE IN PAID PLANS,billboard,US,newsdata.io
Here are the ‘Saturday Night Live' hosts and musical guests for December shows,2025-11-17 15:51:43,https://www.nbcdfw.com/entertainment/entertainment-news/snl-hosts-musical-guests-december/3945826/,ONLY AVAILABLE IN PAID PLANS,nbcdfw,US,newsdata.io
"Man who grabbed Ariana Grande on 'Wicked' red carpet jailed, Cynthia Erivo speaks out",2025-11-17 15:50:57,https://www.usatoday.com/story/entertainment/celebrities/2025/11/17/wicked-ariana-grande-attack-jail-cynthia-erivo/87317663007/,ONLY AVAILABLE IN PAID PLANS,usatoday,US,newsdata.io
Man Who Ran Up & Grabbed Ariana Grande at 'Wicked' Singapore Premiere Is Going to Prison,2025-11-17 15:22:05,https://www.justjared.com/2025/11/17/man-who-ran-up-grabbed-ariana-grande-at-wicked-singapore-premiere-is-going-to-prison/,ONLY AVAILABLE IN PAID PLANS,justjared,US,newsdata.io
Man Who Grabbed Ariana Grande at ‘Wicked: For Good’ Premiere Sentenced to Nine Days in Jail,2025-11-17 14:50:47,https://www.rollingstone.com/tv-movies/tv-movie-news/ariana-grande-man-grabbed-wicked-sentenced-jail-1235466080/,ONLY AVAILABLE IN PAID PLANS,rollingstone,US,newsdata.io
'Serial Intruder' Who Grabbed Ariana Grande at 'Wicked: For Good' Premiere Sentenced,2025-11-17 14:48:13,https://www.tmz.com/2025/11/17/man-rushing-at-ariana-grande-sentenced/,ONLY AVAILABLE IN PAID PLANS,tmz,US,newsdata.io
Man Who Rushed Ariana Grande in Singapore Gets 9 Days in Jail,2025-11-17 14:20:20,https://www.nytimes.com/2025/11/17/world/asia/ariana-grande-singapore-fan-attack-sentence.html,ONLY AVAILABLE IN PAID PLANS,nytimes,US,newsdata.io
Man Who Rushed Ariana Grande in Singapore Gets 9 Days in Jail - The New York Times,2025-11-17 14:18:15,https://news.google.com/rss/articles/CBMimgFBVV95cUxONDJZV3U4LXExaFVwUzEwWmtIaXRDRXM3ZGhuYko1M0dLMnlCT09HTU56NlRYSU9tMG13MERmc1MzV1JEWmZ4TGZVTDhBb2FRcF83bE1ManRvX0lHcHdPR001ejlEbmt3aVo3T0hhWEN3eHBSOFFZZ2hHNDU5OEV3Z1hjSjU2T2pqT3BNMGVSREFhZmwxZGx5MDBB?oc=5,ONLY AVAILABLE IN PAID PLANS,google,US,newsdata.io
Cynthia Erivo Reacts to Ariana Grande Fan Incident at Wicked Premiere,2025-11-17 14:00:12,https://www.eonline.com/news/1425129/cynthia-erivo-on-ariana-grande-fan-incident-at-wicked-premiere,ONLY AVAILABLE IN PAID PLANS,eonline,US,newsdata.io
Cynthia Erivo speaks out about scary Ariana Grande red carpet incident as crazed fan gets prison time,2025-11-17 13:05:19,https://nypost.com/2025/11/17/entertainment/cynthia-erivo-speaks-out-about-ariana-grande-incident-fan-sentenced-to-prison/,ONLY AVAILABLE IN PAID PLANS,nypost,US,newsdata.io
Stage Invader Who Grabbed Ariana Grande On ‘Wicked: For Good’ Red Carpet Jailed In Singapore,2025-11-17 12:55:19,https://deadline.com/2025/11/ariana-grande-stage-invader-jailed-wicked-for-good-asia-1236620044/,ONLY AVAILABLE IN PAID PLANS,deadline,US,newsdata.io
Stage Invader Who Grabbed Ariana Grande On ‘Wicked: For Good’ Red Carpet Jailed In Singapore - Deadline,2025-11-17 12:55:00,https://news.google.com/rss/articles/CBMinAFBVV95cUxQYVFqY1lYVGdEMWpETEt0LVhQUzVvdURHTjQ3LXY1WU5ZT2ltYmJ5VngxZU94czRhbW9FcU9XdGIxWGpDSm51a3pHRE9jZ0llV0pxN1EzX1A0OUoxS1ozNWMtN1JKVHJLbVk3QWdhMFJyclI3NURvRnd3eDNma3VDSWJXRUNnSV95WElWTHd4NU1qWW9OWHFKOHFneXQ?oc=5,ONLY AVAILABLE IN PAID PLANS,google,US,newsdata.io
"""Public nuisance"" who grabbed Ariana Grande sentenced to nine days in jail",2025-11-17 12:39:29,https://www.avclub.com/ariana-grande-johnson-wen-sentenced,ONLY AVAILABLE IN PAID PLANS,avclub,US,newsdata.io
Man Who Grabbed Ariana Grande at ‘Wicked: For Good’ Singapore Premiere Sentenced to Nine Days in Prison,2025-11-17 12:23:43,https://www.hollywoodreporter.com/movies/movie-news/ariana-grande-grabbed-wicked-sentence-prison-singapore-1236428710/,ONLY AVAILABLE IN PAID PLANS,hollywoodreporter,US,newsdata.io
Man Who Grabbed Ariana Grande at ‘Wicked: For Good’ Singapore Premiere Sentenced to Nine Days in Prison,2025-11-17 11:51:06,https://variety.com/2025/film/global/ariana-grande-man-who-grabbed-wicked-premiere-prison-time-1236583470/,ONLY AVAILABLE IN PAID PLANS,variety,US,newsdata.io
Man Who Grabbed Ariana Grande at ‘Wicked: For Good’ Singapore Premiere Sentenced to Nine Days in Prison - Variety,2025-11-17 11:51:00,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQbVN3dGhNRmFRWEdJS3p5UW4yanRiYWwyTmVNZk42a3dxSW5OTVpBaGZUaHBDZjlPU3VjazZTakhWS1ZRUVNsZVlKb0k1SC10LWZFUERTTkhVbUVfS0plenVHaFZmWTh3YjV2NzE3V2tqQkRWVTBXUG41QWxHb0c5R2xiNWh2TkF0cWZZZFF3bnVOekRQaFVEUDZqMUd0VldDeXd6Rm1oQldyQQ?oc=5,ONLY AVAILABLE IN PAID PLANS,google,US,newsdata.io
Man who rushed Ariana Grande at Wicked 2 premiere jailed in Singapore,2025-11-17 10:33:40,https://www.yahoo.com/entertainment/celebrity/articles/man-rushed-ariana-grande-wicked-103340885.html,ONLY AVAILABLE IN PAID PLANS,yahoo,US,newsdata.io
Man Who Grabbed Ariana Grande Heads to Jail,2025-11-17 10:30:00,https://www.newser.com/story/378826/man-who-grabbed-ariana-grande-heads-to-jail.html,ONLY AVAILABLE IN PAID PLANS,newser,US,newsdata.io
Ariana Grande makes first red carpet appearance since terrifying fan ambush,2025-11-17 09:41:00,https://www.the-express.com/entertainment/celebrity-news/190790/ariana-grande-red-carpet-ambush,ONLY AVAILABLE IN PAID PLANS,express,US,newsdata.io
Singapore jails 'attention seeking' Australian over Ariana Grande incident,2025-11-17 09:13:07,https://www.newsargus.com/news/national/singapore-jails-attention-seeking-australian-over-ariana-grande-incident/article_bcce87a0-c277-59fe-ad3b-d9bddbd1f487.html,ONLY AVAILABLE IN PAID PLANS,newsargus,US,newsdata.io
Singapore jails 'attention seeking' Australian over Ariana Grande incident,2025-11-17 09:13:07,https://www.griffindailynews.com/news/national/singapore-jails-attention-seeking-australian-over-ariana-grande-incident/article_01efa527-0f68-50c3-867c-2f987ddcd334.html,ONLY AVAILABLE IN PAID PLANS,griffindailynews,US,newsdata.io
Singapore jails 'attention seeking' Australian over Ariana Grande incident,2025-11-17 09:13:07,https://www.elkharttruth.com/news/national/singapore-jails-attention-seeking-australian-over-ariana-grande-incident/article_4e6f973b-dbc7-56d8-8946-0dc31f3dcb1c.html,ONLY AVAILABLE IN PAID PLANS,elkharttruth,US,newsdata.io
Singapore jails 'attention seeking' Australian over Ariana Grande incident,2025-11-17 09:13:07,https://www.djournal.com/news/national/singapore-jails-attention-seeking-australian-over-ariana-grande-incident/article_92c8bbf5-dcab-5ff6-9f14-ac7617be68cb.html,ONLY AVAILABLE IN PAID PLANS,djournal,US,newsdata.io
Why You’ve Seen Way Less ‘Wicked: For Good’ Press Memes and Way More Merch,2025-11-14T15:00:42Z,https://gizmodo.com/wicked-for-good-marketing-collabs-universal-2000686026,Holding space has given up space for a lot more bizarre brand collaborations.,Gizmodo.com,SG,newsapi.org
Cynthia Erivo Guards Ariana Grande From Fan Attack Quicker Than Security at ‘Wicked’ Premiere,2025-11-13T15:43:57Z,http://www.rollingstone.com/music/music-news/ariana-grande-wicked-premiere-attack-cynthia-erivo-defends-1235464349/,Man known for charging at celebrities attacked Ariana Grande at the 'Wicked: For Good' premiere in Singapore. Cynthia Erivo stepped in to defend her.,Rolling Stone,SG,newsapi.org
Man Who Grabbed Ariana Grande at 'Wicked' Premiere Charged,2025-11-14T13:09:35Z,https://www.tmz.com/2025/11/14/man-who-grabbed-ariana-grande-at-wicked-premiere-charged/,"The crazed fan who jumped the barricade and sprinted to Ariana Grande at the Singapore ""Wicked: For Good"" premiere has been charged. The Australian man, named Johnson Wen, was charged with being a a public nuisance on Friday, BBC reports. The…",TMZ,SG,newsapi.org
“Why She Dressed Up As A Wasp Nest?”: Michelle Yeoh’s Outfit At Premiere Triggers Meltdown Online,2025-11-14T11:20:43Z,https://www.boredpanda.com/michelle-yeoh-wicked-singapore-premiere-dress-divided-reactions/,“Wasn't Halloween last week?” one asked after Michelle Yeoh’s appearance at the Singapore premiere of ‘Wicked: For Good.’,Boredpanda.com,SG,newsapi.org
Ariana Grande ‘Beyond Devastated’ to Miss Brazil ‘Wicked: For Good’ Premiere Due to Flight Delays,2025-11-04T13:59:01Z,http://www.rollingstone.com/music/music-news/ariana-grande-misses-wicked-for-good-brazil-premiere-1235459142/,"The musician hit dead ends in every route she tried to take to get there in time for the event, writing, ""Absolutely nothing was available or possible that would get us there in time""",Rolling Stone,SG,newsapi.org
Hold Some Space for Ariana Grande and SpongeBob,2025-11-13T09:34:52Z,https://www.jezebel.com/hold-some-space-for-ariana-grande-and-spongebob,"Despite every rumor ever that says they're done, at least two tabloids report they're still going strong.",Jezebel,SG,newsapi.org
Ariana Grande Charged By Fan On ‘Wicked: For Good’ Red Carpet In Singapore; Cynthia Erivo Fends Off Intruder,2025-11-13T20:49:38Z,http://deadline.com/2025/11/ariana-grande-cynthia-erivo-wicked-red-carpet-fan-attack-1236616732/,"Ariana Grande was rushed by a social media influencer fan at the Wicked: For Good Singapore red carpet premieres per myriad posts on social media. The influencer is identified as Pyjamamann who even posted about the incident writing, “Dear Ariana Grande Thank…",Deadline,SG,newsapi.org
Ariana Grande rushed by fan on Wicked: For Good carpet in Singapore — then Cynthia Erivo stepped in,2025-11-14T15:23:02Z,https://www.cbc.ca/news/entertainment/ariana-grande-wicked-for-good-cynthia-erivo-9.6977901,"Cynthia Erivo came to the rescue of The Wicked: For Good co-star Ariana Grande when a man rushed Grande, forcibly putting an arm around her, while on the yellow carpet for the Singapore premiere of the film, prompting security to take him away and a Singapore…",CBC News,SG,newsapi.org
Serial Stage Invader Who Rushed Ariana Grande On Singapore ‘Wicked: For Good’ Red Carpet Charged With Being “A Public Nuisance”,2025-11-14T16:30:56Z,http://deadline.com/2025/11/stage-invader-ariana-grande-singapore-wicked-charged-1236617589/,A man who charged Ariana Grande on a Wicked: For Good red carpet in Singapore and attempted to embrace the star on Thursday has been charged with being “a public nuisance”. Multiple viral clips show 26-year-old Australian man Johnson Wen jumping the red carpe…,Deadline,SG,newsapi.org
Ariana Grande Needed a Bodyguard at “Wicked: For Good”,2025-11-14T17:10:43Z,https://www.gofugyourself.com/ariana-grande-needed-a-bodyguard-at-wicked-for-good-11-2025,It came in the form of Cynthia Erivo. The post Ariana Grande Needed a Bodyguard at “Wicked: For Good” first appeared on Go Fug Yourself.,Gofugyourself.com,SG,newsapi.org
Ariana Grande Missing Brazil ‘Wicked: For Good’ Premiere Due To Flight Issues: “Beyond Devastated”,2025-11-04T15:01:37Z,http://deadline.com/2025/11/ariana-grande-misses-brazil-wicked-for-good-premiere-1236606468/,"Ariana Grande was forced to cancel her appearance at Brazil’s world premiere of Wicked: For Good due to flight delays. Grande, who is reprising her role as Glinda in the sequel, was due to be in Sao Paulo on Tuesday for the sequel’s screening, but due to flig…",Deadline,SG,newsapi.org
Ariana Grande Returns to Her Signature Glinda Whimsy in Custom Thom Browne at ‘Wicked: For Good’ Singapore Premiere,2025-11-13T15:20:41Z,http://wwd.com/pop-culture/celebrity-news/ariana-grande-thom-browne-dress-wicked-for-good-singapore-1238347158/,The actress and singer attended the red carpet premiere of 'Wicked: For Good' in Singapore.,WWD,SG,newsapi.org
The Man Who Accosted Ariana Grande in Singapore Was Charged,2025-11-14T18:56:48Z,http://www.thecut.com/article/ariana-grande-fan-attacker-singapore-wicked-for-good.html,Johnson Wen jumped a red-carpet barricade and grabbed Grande during the ‘Wicked: For Good’ Singapore premiere on Thursday. He’s expected to plead guilty to public-nuisance charges.,The Cut,SG,newsapi.org
Serial Celebrity-Assaulter Arrested After Assaulting Ariana Grande,2025-11-14T16:53:03Z,https://consequence.net/2025/11/ariana-grande-assault-arrest-wicked/,Johnson Wen was arrested in Singapore and charged with being a public nuisance after jumping on Grande at a Wicked rep-carpet event. Serial Celebrity-Assaulter Arrested After Assaulting Ariana Grande Wren Graves,Consequence.net,SG,newsapi.org
Ariana Grande Will Miss The ‘Wicked For Good’ Brazil Premiere Tonight For A Reason You Won’t Believe,2025-11-04T20:42:55Z,https://thoughtcatalog.com/erinwhitten/2025/11/ariana-grande-will-miss-the-wicked-for-good-brazil-premiere-tonight-for-a-reason-you-wont-believe/,"In an upsetting and unexpected turn of events, Ariana Grande was forced to cancel her much-anticipated visit to Brazil for the São Paulo world premiere of Wicked For Good, the eagerly awaited sequel to the Jon M.",Thoughtcatalog.com,SG,newsapi.org
Cynthia Erivo Protects Ariana Grande as Troll Crashes 'Wicked: For Good' Red Carpet in Singapore,2025-11-13T13:13:55Z,https://www.justjared.com/2025/11/13/cynthia-erivo-protects-ariana-grande-as-troll-crashes-wicked-for-good-red-carpet-in-singapore/,"Cynthia Erivo is protecting Ariana Grande. The 38-year-old Wicked actress lept into action, protecting the 32-year-old eternal sunshine singer when a person unexpectedly crashed the red carpet during the Asia-Pacific premiere of Wicked: For Good on Thursday (…",Just Jared,SG,newsapi.org
Cynthia Erivo Protects Ariana Grande from Fan Breach,2025-11-13T15:45:51Z,https://consequence.net/2025/11/cynthia-erivo-protects-ariana-grande-fan/,"Like she does in Wicked, Erivo took matters into her own hands. Cynthia Erivo Protects Ariana Grande from Fan Breach Wren Graves",Consequence.net,SG,newsapi.org
Ariana Grande Attacked By Crazed Fan at ‘Wicked’ Premiere Event; Cynthia …,2025-11-13T20:32:16Z,http://www.thehollywoodgossip.com/2025/11/ariana-grande-attacked-by-crazed-fan-at-wicked-premiere-event-cynthia-erivo-comes-to-the-rescue/,Reading Time: 3 minutesAriana Grande was accosted at a 'Wicked: For Good' premiere event today. Ariana Grande Attacked By Crazed Fan at ‘Wicked’ Premiere Event; Cynthia … was originally published on The Hollywood Gossip.,The Hollywood Gossip,SG,newsapi.org
"See 'Wicked' Singapore Premiere Photos, Where Cynthia Erivo Became Ariana Grande's Hero!",2025-11-13T23:47:59Z,https://www.justjared.com/2025/11/13/see-wicked-singapore-premiere-photos-where-cynthia-erivo-became-ariana-grandes-hero/,"The Wicked: For Good premiere in Singapore is always going to be known as the place where Cynthia Erivo showed off her superhero skills when she helped save Ariana Grande from a red carpet crasher. The 38-year-old actress, who plays Elphaba in the movie, help…",Just Jared,SG,newsapi.org
Man Who Grabbed Ariana Grande at 'Wicked: For Good' Singapore Premiere Faces Charges,2025-11-14T15:53:56Z,https://www.justjared.com/2025/11/14/man-who-grabbed-ariana-grande-at-wicked-for-good-singapore-premiere-faces-charges/,"The man that grabbed Ariana Grande at the premiere of Wicked: For Good in Singapore has found himself in legal trouble. As the 32-year-old actress/singer arrived at the premiere with co-stars Cynthia Erivo and Michelle Yeoh on Thursday (November 13), a man, l…",Just Jared,SG,newsapi.org
Wicked's Marissa Bode Reacts After Ariana Grande Gets Rushed by Man at Singapore Premiere,2025-11-14T18:14:23Z,https://www.justjared.com/2025/11/14/wickeds-marissa-bode-reacts-after-ariana-grande-gets-rushed-by-man-at-singapore-premiere/,Marissa Bode is speaking out after the incident co-star Ariana Grande was involved in at the Singapore premiere of Wicked: For Good. As the 32-year-old actress/singer arrived at the premiere with co-stars Cynthia Erivo and Michelle Yeoh on Thursday (November …,Just Jared,SG,newsapi.org
Cynthia Erivo Is Ariana Grande’s Fastest Bodyguard,2025-11-13T15:25:07Z,http://www.vulture.com/article/cynthia-erivo-protects-ariana-grande-fan.html,She’s holding space for her co-star’s personal space. Cynthia Erivo was the first to spring into action after a man jumped a barricade and rushed at Ariana Grande at the ‘Wicked: For Good’ premiere in Singapore.,Vulture,SG,newsapi.org
"Fan chaos, selfies, karaoke: Everything that happened at the Wicked: For Good premiere in Singapore",2025-11-14T00:56:45Z,https://cnalifestyle.channelnewsasia.com/entertainment/wicked-singapore-premiere-ariana-grande-pyjama-man-473901,"Cynthia Erivo, Ariana Grande, Michelle Yeoh, Jeff Goldblum and Jon M Chu graced Resorts World Sentosa on Thursday (Nov 13) for the Asia premiere of the upcoming movie, Wicked: For Good.",CNA,SG,newsapi.org
"Man who jumped barricade, rushed at Wicked star Ariana Grande in Singapore charged with public nuisance",2025-11-14T06:52:08Z,https://www.channelnewsasia.com/singapore/ariana-grande-wicked-premiere-singapore-johnson-wen-pyjama-man-charged-5466746,Ariana Grande's co-star Cynthia Erivo rushed in to help after Johnson Wen jumped a barricade and charged at the actress.,CNA,SG,newsapi.org
Fan Who “Attacked” Ariana Grande At Premiere Outs Himself Online And Is Met With Swift Backlash,2025-11-13T17:07:46Z,https://www.boredpanda.com/fan-who-attacked-ariana-grande-premiere-outs-himself/,“How has he not been arrested yet!?”,Boredpanda.com,SG,newsapi.org
Why You’ve Seen Way Less ‘Wicked: For Good’ Press Memes and Way More Merch,2025-11-14T15:00:42Z,https://gizmodo.com/wicked-for-good-marketing-collabs-universal-2000686026,Holding space has given up space for a lot more bizarre brand collaborations.,Gizmodo.com,US,newsapi.org
Cynthia Erivo Guards Ariana Grande From Fan Attack Quicker Than Security at ‘Wicked’ Premiere,2025-11-13T15:43:57Z,http://www.rollingstone.com/music/music-news/ariana-grande-wicked-premiere-attack-cynthia-erivo-defends-1235464349/,Man known for charging at celebrities attacked Ariana Grande at the 'Wicked: For Good' premiere in Singapore. Cynthia Erivo stepped in to defend her.,Rolling Stone,US,newsapi.org
Man Who Grabbed Ariana Grande at 'Wicked' Premiere Charged,2025-11-14T13:09:35Z,https://www.tmz.com/2025/11/14/man-who-grabbed-ariana-grande-at-wicked-premiere-charged/,"The crazed fan who jumped the barricade and sprinted to Ariana Grande at the Singapore ""Wicked: For Good"" premiere has been charged. The Australian man, named Johnson Wen, was charged with being a a public nuisance on Friday, BBC reports. The…",TMZ,US,newsapi.org
“Why She Dressed Up As A Wasp Nest?”: Michelle Yeoh’s Outfit At Premiere Triggers Meltdown Online,2025-11-14T11:20:43Z,https://www.boredpanda.com/michelle-yeoh-wicked-singapore-premiere-dress-divided-reactions/,“Wasn't Halloween last week?” one asked after Michelle Yeoh’s appearance at the Singapore premiere of ‘Wicked: For Good.’,Boredpanda.com,US,newsapi.org
Ariana Grande ‘Beyond Devastated’ to Miss Brazil ‘Wicked: For Good’ Premiere Due to Flight Delays,2025-11-04T13:59:01Z,http://www.rollingstone.com/music/music-news/ariana-grande-misses-wicked-for-good-brazil-premiere-1235459142/,"The musician hit dead ends in every route she tried to take to get there in time for the event, writing, ""Absolutely nothing was available or possible that would get us there in time""",Rolling Stone,US,newsapi.org
Hold Some Space for Ariana Grande and SpongeBob,2025-11-13T09:34:52Z,https://www.jezebel.com/hold-some-space-for-ariana-grande-and-spongebob,"Despite every rumor ever that says they're done, at least two tabloids report they're still going strong.",Jezebel,US,newsapi.org
Ariana Grande Charged By Fan On ‘Wicked: For Good’ Red Carpet In Singapore; Cynthia Erivo Fends Off Intruder,2025-11-13T20:49:38Z,http://deadline.com/2025/11/ariana-grande-cynthia-erivo-wicked-red-carpet-fan-attack-1236616732/,"Ariana Grande was rushed by a social media influencer fan at the Wicked: For Good Singapore red carpet premieres per myriad posts on social media. The influencer is identified as Pyjamamann who even posted about the incident writing, “Dear Ariana Grande Thank…",Deadline,US,newsapi.org
Ariana Grande rushed by fan on Wicked: For Good carpet in Singapore — then Cynthia Erivo stepped in,2025-11-14T15:23:02Z,https://www.cbc.ca/news/entertainment/ariana-grande-wicked-for-good-cynthia-erivo-9.6977901,"Cynthia Erivo came to the rescue of The Wicked: For Good co-star Ariana Grande when a man rushed Grande, forcibly putting an arm around her, while on the yellow carpet for the Singapore premiere of the film, prompting security to take him away and a Singapore…",CBC News,US,newsapi.org
Serial Stage Invader Who Rushed Ariana Grande On Singapore ‘Wicked: For Good’ Red Carpet Charged With Being “A Public Nuisance”,2025-11-14T16:30:56Z,http://deadline.com/2025/11/stage-invader-ariana-grande-singapore-wicked-charged-1236617589/,A man who charged Ariana Grande on a Wicked: For Good red carpet in Singapore and attempted to embrace the star on Thursday has been charged with being “a public nuisance”. Multiple viral clips show 26-year-old Australian man Johnson Wen jumping the red carpe…,Deadline,US,newsapi.org
Ariana Grande Needed a Bodyguard at “Wicked: For Good”,2025-11-14T17:10:43Z,https://www.gofugyourself.com/ariana-grande-needed-a-bodyguard-at-wicked-for-good-11-2025,It came in the form of Cynthia Erivo. The post Ariana Grande Needed a Bodyguard at “Wicked: For Good” first appeared on Go Fug Yourself.,Gofugyourself.com,US,newsapi.org
